YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Age-adjusted Prevalence,42.6,42.6,,,34.7,50.8,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Crude Prevalence,38.3,38.3,,,35.2,41.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.5,9.5,,,6.6,13.4,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,77.9,77.9,,,70.3,84,Gender,Female
2016,2016,OK,Oklahoma,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,,%,Age-adjusted Prevalence,26,26,,,17.4,37.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.4,10.4,,,9.3,11.5,Overall,Overall
2015,2015,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",Age-adjusted Rate,144.2,144.2,,,140.6,147.7,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,43.8,43.8,,,36,51.9,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Crude Prevalence,5.3,5.3,,,4,6.9,Gender,Male
2015,2015,OK,Oklahoma,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,69.6,69.6,,,63,75.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Age-adjusted Prevalence,41,41,,,25.4,58.5,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,69.3,69.3,,,56.5,79.7,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.1,9.1,,,5.5,14.6,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.2,14.2,,,9.9,20.1,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Age-adjusted Prevalence,55.1,55.1,,,42.6,67,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,3.2,3.2,,,2.4,4,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7.7,7.7,,,4.9,11.8,Race/Ethnicity,Hispanic
2016,2016,OK,Oklahoma,BRFSS,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,,%,Crude Prevalence,6.5,6.5,,,4.1,10,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,36.4,36.4,,,30.5,42.8,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,44.9,44.9,,,31.2,59.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Crude Prevalence,28.5,28.5,,,22.9,34.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OK,Oklahoma,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38,38,,,31.3,45.2,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,10.1,10.1,,,6.2,16.1,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Crude Prevalence,33.4,33.4,,,29.5,37.7,Gender,Male
2016,2016,OK,Oklahoma,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,14,14,,,8.5,22.2,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,53.7,53.7,,,46.9,60.3,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Crude Prevalence,35.8,35.8,,,28,44.6,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,OK,Oklahoma,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,,%,Age-adjusted Prevalence,68.9,68.9,,,60.5,76.2,Overall,Overall
2017,2017,OK,Oklahoma,BRFSS,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,,%,Age-adjusted Prevalence,,,-,No data available,,,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,33.6,33.6,,,17.5,54.6,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,OK,Oklahoma,NVSS,Asthma,Asthma mortality rate,,,Number,43,43,,,,,Overall,Overall
2012,2016,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,540,540,,,,,Gender,Female
2014,2014,OK,Oklahoma,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,10.8,10.8,,,6.3,17.7,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Crude Prevalence,17.7,17.7,,,10.3,28.7,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.7,28.7,,,23.9,34,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,10.3,10.3,,,9.3,11.5,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,38.7,38.7,,,33.8,43.9,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,,%,Crude Prevalence,13.4,13.4,,,10.9,16.4,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,11.2,11.2,,,7.2,17.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,OK,Oklahoma,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Crude Prevalence,39.8,39.8,,,37.1,42.5,Gender,Male
2015,2015,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,74.8,74.8,,,55.3,87.7,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,,%,Crude Prevalence,64.3,64.3,,,62,66.5,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,58.3,58.3,,,41.1,73.6,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OK,Oklahoma,State Inpatient Data,Diabetes,Amputation of a lower extremity attributable to diabetes,,,Number,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,OK,Oklahoma,Death Certificate,Cancer,"Melanoma, mortality",,,Average Annual Number,120,120,,,,,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,13,13,,,11.5,14.6,Race/Ethnicity,"White, non-Hispanic"
2015,2015,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",Crude Rate,245.6,245.6,,,238.7,252.5,Gender,Female
2014,2014,OK,Oklahoma,SEDD; SID,Asthma,Emergency department visit rate for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Gender,Female
2015,2015,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),,"cases per 100,000",Age-adjusted Rate,43,43,,,40,46.1,Gender,Male
2013,2013,OK,Oklahoma,SEDD; SID,Asthma,Emergency department visit rate for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,10.3,10.3,,,9.1,11.6,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Mean,5.5,5.5,,,5.2,5.8,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,4.8,4.8,,,3.9,5.6,Overall,Overall
2014,2014,OK,Oklahoma,State Inpatient Data,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Gender,Male
2012,2012,OK,Oklahoma,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,"cases per 1,000",Age-adjusted Rate,36.42,36.42,,,28.3,44.54,Race/Ethnicity,Asian or Pacific Islander
2015,2015,OK,Oklahoma,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,80,80,,,74.6,84.5,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,37.9,37.9,,,25.5,52.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,OK,Oklahoma,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,46.3,46.3,,,32.7,60.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Crude Prevalence,28.5,28.5,,,22.3,35.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,USDA National Farmers' Market Directory,"Nutrition, Physical Activity, and Weight Status",Farmers markets that accept Women and Infant Children (WIC) farmers market nutrition program coupons,,%,Percent,15.1,15.1,,,,,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,9.8,9.8,,,6.5,14.5,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.6,14.6,,,9.5,21.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Crude Prevalence,31.1,31.1,,,29.4,32.9,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,48.5,48.5,,,40.6,56.4,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,16,16,,,11.6,21.8,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,5.1,5.1,,,4,6.3,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Age-adjusted Prevalence,28.4,28.4,,,19.7,39.1,Race/Ethnicity,Hispanic
2015,2015,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from heart failure,,Number,Number,334,334,,,,,Race/Ethnicity,American Indian or Alaska Native
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Crude Prevalence,32.1,32.1,,,30.2,34.2,Gender,Female
2016,2016,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,68.5,68.5,,,53.7,80.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Crude Prevalence,41.2,41.2,,,38.1,44.4,Gender,Female
2015,2015,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,61,61,,,52.8,68.7,Gender,Female
2014,2014,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,11.3,11.3,,,8.6,14.6,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,56.4,56.4,,,50.6,62.1,Gender,Female
2015,2015,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,,%,Crude Prevalence,13.1,13.1,,,11.8,14.4,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,33.1,33.1,,,22.2,46.2,Gender,Male
2012,2016,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,943,943,,,,,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,28.8,28.8,,,19.8,39.9,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,18,18,,,10.4,29.3,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,,Number,Number,2452,2452,,,,,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Age-adjusted Prevalence,30.7,30.7,,,25.1,37,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Age-adjusted Prevalence,60.8,60.8,,,45.7,74.1,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,89.7,89.7,,,76.3,95.9,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,40.5,40.5,,,34.2,47.1,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,7.1,7.1,,,6.8,7.5,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,OK,Oklahoma,BRFSS,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,,%,Age-adjusted Prevalence,35.2,35.2,,,22.6,50.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Crude Prevalence,42.9,42.9,,,39.6,46.3,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,35.2,35.2,,,30.9,39.8,Gender,Male
2015,2015,OK,Oklahoma,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,,%,Crude Prevalence,46,46,,,33.7,58.8,Gender,Male
2015,2015,OK,Oklahoma,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,,%,Crude Prevalence,36.2,36.2,,,34.6,37.7,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Age-adjusted Prevalence,51.9,51.9,,,38.2,65.3,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,70.8,70.8,,,62.6,77.9,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,OK,Oklahoma,State Inpatient Data,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,Asian or Pacific Islander
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,14.7,14.7,,,12.9,16.6,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,3.3,3.3,,,2.5,4.4,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,,%,Crude Prevalence,15,15,,,11.7,19.2,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,92.5,92.5,,,85.3,96.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,17.5,17.5,,,15.3,19.9,Gender,Male
2018,2018,OK,Oklahoma,USDA National Farmers' Market Directory,"Nutrition, Physical Activity, and Weight Status",Farmers markets that accept Supplemental Nutrition Assistance Program (SNAP) benefits,,%,Percent,24.7,24.7,,,,,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Age-adjusted Prevalence,34.4,34.4,,,28.5,40.9,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2015,2015,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Age-adjusted Prevalence,44.3,44.3,,,33.8,55.3,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,32.5,32.5,,,31.2,33.9,Overall,Overall
2015,2015,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,12,12,,,10.5,13.6,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,31.5,31.5,,,27,36.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,44.3,44.3,,,37.8,51,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,33.6,33.6,,,28.7,38.9,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,90.5,90.5,,,82.6,95,Overall,Overall
