ID,oldID,Headword,forename,surname,gender,Free Born in North America,Free before 13th Amendment,Ever Enslaved,How was freedom attained,Other/Uncertain Status,African born ,"Parent information. Free, Enslaved, Unknown",Runaways and rebels ,Education/literacy,Religion,Slave Narrative or memoir AUTHOR,Notes,images ,Suffix,simpleName,altNames,birthDay,birthMonth,birthYear,birthAttribute,Birth Date unknown,altBirthDay,altBirthMonth,altBirthYear,deathDay,deathMonth,deathYear,deathAttribute,altDeathDay,altDeathMonth,altDeathYear,birthPlaceDescription,birthPlaceParish,birthPlaceCity,birthPlaceCounty,birthPlaceState,birthPlaceCountry,birthPlaceInstitution,altBirthPlaceCity,altBirthPlaceState,altBirthPlaceCountry,deathPlaceDescription,deathPlaceParish,deathPlaceCity,deathPlaceCounty,deathPlaceState,Death Place Country,deathPlaceInstitution,altDeathPlaceCity,altDeathPlaceState,Death Place Country,Occupation #1,Occupation #2,Occupation #3,Occupation #4,Occupation #5,Occupation #6,Occupation #7,Occupation #8
35552,/opr/t0001/e1367,crafusrichard,Richard,Crafus,M,,Yes,,,"Unknown  Status at Birth, free before 1866 (possible runaway)",,,,,,,"Unknown  Status at Birth, free Before 13th Amendment",,,,,,,1791,,,,,,,,,,,,,,,,,Maryland,United States,,,,,,,Boston,,Massachusetts,United States,,,,United States,Sailor (Navy),,,,,,,
35553,/opr/t0001/e1368,craigdouglas,Douglas,Craig,M,,,,,"Unknown status at birth, DC 1860",,,,,,,,,,,,,,1860,,,,,,11,2,1936,,,,,,,Near Washington,,District of Columbia,United States,,,,,,,Washington,,District of Columbia,United States,,,,United States,Janitor / Handyman,,,,,,,
38322,/opr/t0001/e4521,crawfordanthonyp,Anthony P.,Crawford,M,,No,Born enslaved,Apparently freed by Emancipation,,,"The youngest son of Thomas and Louisa, who were enslaved",No evidence of runaway,Literate,African Methodist Episcopal (AME) church,,"A successful farmer and school founder, Crawford was brutally lynched after a business dispute with a white man",,,,,,1,1860,,,,,,21,10,1916,,,,,,,Abbeville,,South Carolina,United States,,,,,,,Abbeville,,South Carolina,United States,,,,United States,Farmer , Slave , Lynching Victim , Landowner / Patroon,,,,
38323,/opr/t0001/e4522,crawfordjames,James,Crawford,M,,Yes,Enslaved,Escaped from slavery after his white half-brother refused to free him upon their father's death. He may have spent two years in Florida with the Seminole. Ultimately reached Canada and passed as white,,,His father was white,Fugitive Slave,Literate. Possibly learned to read from his white father possibly learned in Providence while preparing to be a minister,Baptist,,Free before 13th Amendment. A fugitive slave and long serving Baptist minister in Nantucket. ,,,,,,,1810,c.,,,,,20,10,1888,,,,,,,,,Virginia,United States,,,,,,,Nantucket,,Massachusetts,United States,,,,United States,Slave , Abolitionist , Fugitive Slave , Baptist Clergy,,,,
38750,/opr/t0001/e4978,creedcortlandsvanrensselaer,Cortlandt Van Rensselaer,Creed,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,1,1833,,,,,,9,8,1900,,,,,,,New Haven,,Connecticut,United States,,,,,,,New Haven,,Connecticut,United States,,,,United States,Physician , Surgeon,,,,,,
38324,/opr/t0001/e4523,crewswilliamhenry,William Henry,Crews,M,,No (?),Born enslaved,Perhaps emancipated after Civil War.,,,Unknown,No evidence of runaway,"Literate. Some education before the Civil War. Said to have attended public and private schools in Oxford, North Carolina",Missionary Baptist Church,,"Held public office in Granville County, NC for twenty-three years, including three state legislature terms, before moving to Washington, D.C. to avoid the anti-black sentiment",,,,,11,10,1843,c.,,,,,,,1912,c.,,,,,,Near Oxford,Granville County,North Carolina,United States,,,,,,,Washington,,District of Columbia,United States,,,,United States,Farmer , Slave , Educator , State Legislator,,,,
38435,/opr/t0001/e4663,crogmanwilliamhenry,William Henry,Crogman,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,5,5,1841,,,,,,16,10,1931,,,,,,,Philipsburg,,Saint Martin,Caribbean,,,,,,,Philadelphia,,Pennsylvania,United States,,,,United States,College / University President , Educator , Linguist,,,,,
35054,/opr/t0001/e0867,cromwelljohnwesley,John Wesley,Cromwell,M,,Yes,Born Enslaved,Purchased his family's fredom in 1851 and moved to Philadelphia,,,"His father was Willis Hodges Cromwell, a ferry operator. His mother was Elizabeth Carney.",No evidence of runaway.,Literate. Attended public school in West Philadelphia. Graduated in 1864 from the Preparatory Department of the Institute of Colored Youth. Admitted to the bar in 1874,Unknown,,"Free before 13th Amendment. A lawyer, teacher and historian in the Black History movement, and founding member of the American Negro Academy (AMA) who was also the first African American to argue a case before the Interstate Commerce Commission",,,,,,,1846,,,,,,,,1927,,,,,,,Portsmouth,,Virginia,United States,,,,,,,Washington,,District of Columbia,United States,,,,United States,Slave , Historian , Lawyer,,,,,
38328,/opr/t0001/e4530,cromwelloliver,Oliver,Cromwell,M,Freeborn,, ,Freeborn,,,Unknown. He was likely of mixed descent.,N/A,Illiterate,Unknown. Buried in a Methodist cemetary,,"Served in the Revolutionary War and earned a Badge of Merit, but was initially denied his pension after his honorable discharge in 1783",,,,,24,5,1752,c.,,,,,,,1853,,,,,,,Columbus,Burlington County,New Jersey,United States,,,,,,,Burlington,,New Jersey,United States,,,,United States,Slave , Patriot (American Revolution),,,,,,
38331,/opr/t0001/e4533,cromwellrobertl,Robert L.,Cromwell,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,1830,,,,,,,,1880,,,,,,,,,Virginia,United States,,,,,,,,,Texas,United States,,,,United States,Abolitionist , Physician , Civil Liberties Activist , Newspaper Editor / Publisher,,,,
38934,/opr/t0001/e5163,crosslandjohnra,John R. A.,Crossland,M,,,,,"Unknown status at birth, SC 1864",,,,,,,,,,,,24,8,1864,,,,,,12,9,1950,,,,,,,Bennettsville,,South Carolina,United States,,,,,,,St. Joseph,,Missouri,United States,,,,United States,Diplomat , Physician,,,,,,
35556,/opr/t0001/e1371,crowdywilliamsaunders,William Saunders,Crowdy,M,,Status changed during the Civil War,Enslaved,In 1863 he escaped the Maryland plantation where he was enslaved and joined the Union Army,,,Unknown,Fugitive Slave,Educational details are unknown. He was able to quote sections of the Bible verbatim.,Church of God and Saints of Christ (CGSC),,"Founded the Church of God and Saints of Christ, was arrested 22 times while traveling as an itinerant preacher, and built the church infrastructure",,,,,11,8,1847,,,,,,4,8,1908,,,,,,,,,Maryland,United States,,,,,,,Newark,,New Jersey,United States,,,,United States,Chef / Cook , Slave , Fugitive Slave , Church Founder,,,,
38545,/opr/t0001/e4773,crumgeorge,George,Crum,M,Freeborn,Yes,,,,,,,,,,"Free before 13th Amendment. Reputed inventor of the potato chip, who established his own restaurant in the resort community of Saratoga Springs, New York",,,,,,7,1828,,,,,,22,7,1914,,,,,,,Malta,,New York,United States,,,,,,,,,New York,United States,,,,United States,Chef / Cook , Inventor,,,,,,
38337,/opr/t0001/e4544,crumwilliamdemos,William Demos,Crum,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment. Physician and politician,,,,,,,1859,,,,,,,11,1912,c.,,,,,,Near Orangeburg,,South Carolina,United States,,,,,,,Charleston,,South Carolina,United States,,,,United States,Diplomat , Political Figure , Physician,,,,,
34325,/opr/t0001/e0137,crummellalexander,Alexander,Crummell,M,Freeborn,Yes,,,,,,,,,,"Free before 13th Amendment. Clergyman, activist, historian, and Pan-Africanist",,,,,3,3,1819,,,,,,10,9,1898,,,,,,,New York,,New York,United States,,,,,,,Red Bank,,New Jersey,United States,,,,United States,Abolitionist , Black Nationalist , Episcopalian Clergy,,,,,
34326,/opr/t0001/e0138,crumplerrebeccadavislee,Rebecca Davis Lee,Crumpler,F,Freeborn,Yes,,Freeborn,,,Parents were Absolum Davis and Matilda Webber,N/A,Literate. Admitted in 1860 to the New England Female Medical College,Unknown,,Free before 13th Amendment. First black woman MD in the U.S. Published A Book of Medical Discourses (1883),,,,,8,2,1831,,,,,,9,3,1895,,,,,,,,,Delaware,United States,,,,,,,Fairview,,Massachusetts,United States,,,,United States,Physician,,,,,,,
34327,/opr/t0001/e0139,cuffepaul,Paul,Cuffe,M,Freeborn,Yes,,,,,,,,,,"Free before 13th Amendment. A Quaker, Cuffee was associated with the Colonization Society of America and supported the return to Africa of free African_Americans. In 1815 he sailed fo Sierra Leone with 38 African Americans who planned to settle there. This was the first, black-initiated “back to Africa” effort in U.S. history.",,,,,17,1,1759,,,,,,7,9,1817,,,,,,,Cuttyhunk Island,,Massachusetts,United States,,,,,,,Westport,,Massachusetts,United States,Farm,,,United States,Entrepreneur , Black Nationalist,,,,,,
38343,/opr/t0001/e4556,cuneynorriswright,Norris Wright,Cuney,M,,Yes,Enslaved,"Manumitted by his father, who was also his owner",,,"One of eight enslaved children born to Philip Minor Cuney, a planter and politician in Texas, and Adeline Stuart, a slave of mixed heritage",No evidence of runaway,"Educated at the Wylie Street School for Colored Youth in Pittsburgh, PA",Unknown.,,Free before 13th Amendment. A Republican party leader in Texas whom President Benjamin Harrison appointed to be collector of customs and who defended the interests of black dock workers,,,,,12,5,1846,,,,,,3,3,1897,c.,,,,,,,Waller County,Texas,United States,,,,,,,Galveston,,Texas,United States,,,,United States,Slave , Political Figure , Political Activist,,,,,
38346,/opr/t0001/e4562,curtisnamahyokesockum,Namahyoke Sockum,Curtis,F,Freeborn,Yes,,Freeborn,,,"Her mother (name unknown) was of German and African American ancestry. Father was Hamilton Sockum, a Native American of the Acoma Pueblo tribe of New Mexico",N/A,Literate. Attended Snell Seminary in Oakland in 1888.,Unknown,,"Free before 13th Amendment. A political activist, relief worker, and Civil War nurse who led a group of 32 African American nurses focused on treating tropical diseases.",,,,,,,1861,,,,,,25,11,1935,,,,,,,,,California,United States,,,,,,,Washington,,District of Columbia,United States,,,,United States,Nurse,,,,,,,
36648,/opr/t0001/e2469,dacostamathieu,Mathieu,Da Costa,M,,,,,Unknown Status ,YES,,,,,,,,,,,,,,,Date unknown,,,,,,1607,,,,,Place unknown,,,,,West Africa,,,,,Place Unknown,,,,,,,,,,Explorer , Traveler,,,,,,
35559,/opr/t0001/e1374,dabneyaustin,Austin,Dabney,M,,Yes,Born enslaved,The state of Georgia purchased and emancipated him for his role in the American Revolution,,,"Unknown. He is listed as a ""mulatto"" and was reportedly the son of a white woman from Virginia and a black father",No evidence of runaway,Unknown. Financed the legal education of a white man named William Harris; unclear if he also pursued an education,Unknown,,"Free before 13th Amendment. Historian Alton Hornsby describes Dabney as ""Georgia's only genuine black hero of the American Revolutionary War.""",,,,,,,1760,,,,,,,,1834,,,,,,,,,North Carolina,United States,,,,,,,Zebulon,,North Carolina,United States,,,,United States,Slave , Patriot (American Revolution) , Soldier,,,,,
36650,/opr/t0001/e2471,dabneywendellphillips,Wendell Phillips,Dabney,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,1865,,,,,,,,1952,,,,,,,Richmond,,Virginia,United States,,,,,,,Cincinnati,,Ohio,United States,,,,United States,Political Figure , Newspaper Editor / Publisher , Print Journalist,,,,,
36653,/opr/t0001/e2474,daileylondon,London,Dailey,M,,Yes,Enslaved,May have been before the time of his enlistment in the Continental army; may have purchased freedom with bounty money received for enlistment. He was likely enslaved at one point,Probably a former slave,,Unknown,No evidence of runaway,No evidence of literacy,Unknown,,Free before 13th Amendment. Earned a Badge of Merit for service in the Revolutionary War. Later hoped to form a state-wide society for people of color.,,,,,,,1748,c.,,,,,8,6,1832,,,,,Place unknown,,,,,,,,,,,,Epsom,,New Hampshire,United States,,,,United States,Slave , Soldier , Civic Leader,,,,,
38937,/opr/t0001/e5166,dancyjohncampbell,John Campbell,Dancy,M,,No (?),Enslaved,Apparently freed after the Civil War,,,"The third child of John C. Dancy and Eliza Dancy, both of whom were enslaved",No evidence of runaway,Literate. Attended common schools in Tarboro and studied at the normal department of Howard University,African Methodist Episcopal Zion Church,,"An educator, Republican leader, and the editor of multiple AME Zion newspapers",,,,,8,5,1857,,,,,,13,4,1920,,,,,,,Tarboro,,North Carolina,United States,,,,,,,Washington,,District of Columbia,United States,,,,United States,Slave , Educator , Federal Government Official , Political Figure,,,,
34878,/opr/t0001/e0690,dartisom,Isom,Dart,M,,,,,Unknown status at birth,,,,,,,,,,,,,,1848,,,,,,,,1900,,,,,,,,,Arkansas,United States,,,,,,Brown's Hole,,,Utah,United States,,,,United States,Cowboy , Thief,,,,,,
38136,/opr/t0001/e4010,davidsonwashingtonoliviaamerica,Olivia America,Davidson Washington,F,Freeborn,Yes,,Freeborn,,,"One of ten children of a formerly enslaved father, Elias Davidson, and a freeborn mother, Eliza A. Webb",N/A,Literate. Attended normal schools after receiving scholarships,Unknown,,"Free before 13th Amendment. Played a crucial role in building Tuskegee Institute. The second wife of Booker T. Washington, she died shortly after giving birth to her second child.",http://www.oxfordaasc.com/article/opr/t0003/e0102,,,,11,6,1854,,,,,,9,5,1889,,,,,,,,,,United States,,,,,,,Athens,,Ohio,United States,,,,United States,Educator,,,,,,,
39258,/opr/t0001/e5490,davisemilief,Emilie F.,Davis,F,Freeborn,Yes,,Freeborn,,,One of four children born to Charles and Helena Davis. Listed on the census as a mulatto,N/A,Literate. Continued education via evening classes and attended lectures by Frederick Douglass,Presbyterian. Purchased a seat at the First African Presbyterian Church,,"Free before 13th Amendment. Kept a journal from 1863-1865, which is one of few primary sources written by black women in the 19th century. See http://davisdiaries.villanova.edu/january_1-3_1863/",,,,(Emily),18,2,1842,,,,,,26,12,1889,,,,,,,,,Pennsylvania,United States,,,,,Presumably,,,,Pennsylvania,United States,,,,United States,Domestic Servant , Diarist,,,,,,
36670,/opr/t0001/e2492,davishenriettavinton,Henrietta Vinton,Davis,F,Freeborn,Yes,,Freeborn,,,"Parents were Mansfield Vinton Davis, a musician, and Mary Ann (Johnson) Davis",N/A,Literate. A certified teacher.,"Apparently Christian. Described by one source as “a lover of God's Zion""",,Free before 13th Amendment. An actor and elocutionist who was one of the 13 original members in Marcus Garvey's Universal Negro Improvement Association (UNIA).,,,,,,8,1860,,,,,,23,11,1941,,,,,,,Baltimore,,Maryland,United States,,,,,,,Washington,,District of Columbia,United States,,,,United States,Lecturer , Black Nationalist , Stage / Screen Actor,,,,,
35569,/opr/t0001/e1384,davisjohn,John,Davis,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,,,Date unknown,,,,25,12,1812,,,,,,,Kingston,,,Jamaica,,,,,,,Hampton,,Virginia,,,,,,Sailor (Navy) ,Medal of Honor recipient,,,,,,
38938,/opr/t0001/e5167,davisjohn 010,John,Davis,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,7,1853,,,,,,19,8,1903,,,,,,,Kingston,,,Jamaica,,,,,,,Hampton,,Virginia,United States,,,,United States,Medal of Honor Recipient , Sailor (Navy),,,,,,
36672,/opr/t0001/e2494,davismadison,Madison,Davis,M,,No (?),Born enslaved,Apparently freed after the Civil War,,,Unknown,No evidence of runaway,Literate. Learned to read and write while still enslaved,Unknown,,"A member of the Georgia House of Representatives who, because of his light skin color, was able to remain in office after many other black delegates had been expelled. Left state legislature in 1873, perhaps due to threat of violence, and was appointed as postmaster",,,,,27,9,1833,,,,,,20,8,1902,,,,,,,Athens,,Georgia,United States,,,,,,,Athens,,Georgia,United States,,,,United States,Slave , Postal Official , State Legislator,,,,,
35571,/opr/t0001/e1386,davisnoah,Noah,Davis,M,,Yes,Enslaved,"Requested permission to buy his freedom so that he could pursue a religious vocation. Although he did not raise the necessary $500, he was invited to join Baptist missionaries in Baltimore",,,"His parents, John and Jane Davis, were enslaved",No evidence of runaway,Literate. Learned how to write while apprenticed as a shoemaker,Baptist,https://docsouth.unc.edu/neh/davisn/menu.html,Free before 13th Amendment. A Baptist preacher who traveled and spoke to raise money for the freedom of his family.,Image at https://docsouth.unc.edu/neh/davisn/menu.html,,,,,,1804,,,,,,,,,,,,,,,,Madison County,Virginia,United States,,,,,,,Baltimore,,Maryland,United States,,,,United States,Slave , Slave Narrative Author , Shoemaker , Baptist Clergy,,,,
35242,/opr/t0001/e1056,DavisRichardL,Richard L.,Davis,M,,,,,"Unknown  Status at Birth. Born Virginia, 1864",,,,,,,,,,,,24,12,1864,,,,,,25,1,1900,,,,,,,Roanoke,,Virginia,United States,,,,,,,Rendville,,Ohio,United States,,,,United States,Labor Organizer / Leader , Civil Rights Activist , Miner,,,,,
36676,/opr/t0001/e2499,dayjohnjr,"John, Jr.",Day,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,18,2,1797,,,,,,15,2,1859,,,,,,,Hicksford,,Virginia,United States,,,,,,,,Bassa,,Liberia,,,,Liberia,Furniture Designer / Manufacturer , Country Founder , Missionary , Southern Baptist Clergy,,,,
36677,/opr/t0001/e2500,daythomas,Thomas,Day,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,1801,c.,,,,,,,1861,c.,,,,,,,Dinwiddie County,Virginia,United States,,,, ,Place Unknown,,,,,,,,,,Furniture Designer / Manufacturer,,,,,,,
34338,/opr/t0001/e0150,daywilliamhoward,William Howard,Day,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,16,10,1825,,,,,,2,12,1900,,,,,,,New York,,New York,United States,,,,,,,Harrisburg,,Pennsylvania,United States,,,,United States,Educator , Newspaper Editor / Publisher,,,,,,
35061,/opr/t0001/e0875,DeBaptisteRichard,Richard,De Baptiste,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,11,11,1831,,,,,,21,4,1901,,,,,,,Fredericksburg,,Virginia,United States,,,,,,,,,Illinois,United States,,,,United States,Educator , Baptist Lay Leader , Newspaper Editor / Publisher , Baptist Clergy,,,,
36446,/opr/t0001/e2265,deanharry,Harry Foster,Dean,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,20,11,1864,,,,,,,,1935,,,,,,,Philadelphia,,Pennsylvania,United States,,,,,,,Chicago,,Illinois,United States,,,,United States,Sailor (Trading Vessel) , Adventurer , Emigrationist , Autobiographer / Memoirist,,,,
35574,/opr/t0001/e1389,deanjennie,Jennie,Dean,F,,No (?),Enslaved,Unknown. She was enslaved in Virginia and began school when the Civil War ended.,,,"Parents were Charles and Annie Dean, presumably enslaved. Father was literate.",No Evidence of Runaway.,Attended a school organized by the Freedman's Bureau; this was likely her only formal education.,Baptist. Member of the 19th Street Baptist Church; helped establish four churches.,,Originally named Jane Serepta. Fundraised to found the Manassas Industrial School.,,,,,,,1852,,,,,,3,5,1913,,,,,,,,Prince William County,Virginia,United States,,,,,,,,Prince William County,Virginia,United States,,,,United States,Slave , Educator , Baptist Lay Leader , Educational Reform Advocate,,,,
38940,/opr/t0001/e5169,deasedmundh,Edmund H.,Deas,M,,No (?),Enslaved,Unknown. Possibly freed by the Civil War or 13th Amendment.,,,"His father was a white planter, E. H. Deas. His mother was enslaved.",No Evidence of Runaway.,Attended Howard University's law department starting in 1883,Unknown,,An active Republican party member in South Carolina. He visited President McKinley to request an investigation into the lynching of a postmaster whom Deas had recommended for appointment,,,,,10,6,1855,,,,,,1,8,1915,,,,,,,Georgetown,,South Carolina,United States,,,,,,,Darlington,,South Carolina,United States,,,,United States,Slave , Federal Government Official , Postal Official , Political Figure,,,,
36684,/opr/t0001/e2508,debaptistegeorge,George,DeBaptiste,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,1814,c.,,,,,22,2,1875,,,,,,,Fredericksburg,,Virginia,United States,,,,,,,Detroit,,Michigan,United States,,,,United States,Entrepreneur , Abolitionist,,,,,,
36685,/opr/t0001/e2509,debaptistejohn,John,DeBaptiste,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,1740,,,,,,3,9,1804,,,,,,,,,,St. Kitts and Nevis,,,,,,,Fredericksburg,,Virginia,United States,,,,United States,Entrepreneur , Soldier , Sailor (Navy) , Shipbuilder,,,,
35609,/opr/t0001/e1424,dedeedmond,Edmond,Dédé,M,,Yes,,,"Unknown  Status at Birth, free before 1866",,,,,,,"Unknown  Status at Birth, free Before 13th Amendment",,,,,,,1827,,,,,,,,1903,,,,,,,New Orleans,,Louisiana,United States,,,,,,,Paris,,,France,,,,France,Composer / Arranger , Orchestral Conductor , Clarinetist , Violinist,,,,
39048,/opr/t0001/e5277,deesclement,Clement,Dees,M, ,Yes,,,,YES,,,,,,Free before 13th Amendment.,,,,,,,1837,c.,,,,,,,,,,,,,,San Antonio,,,Cabo Verde,,,,,Place Unknown,,,,,,,,,,Medal of Honor Recipient , Sailor (Navy),,,,,,
35246,/opr/t0001/e1060,DeGrasseJohnVanSurly,John Van Surly,DeGrasse,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,6,1825,,,,,,,,1868,,,,,,,New York,,New York,United States,,,,,,,Boston,,Massachusetts,United States,,,,United States,Abolitionist , Physician , Surgeon , Union Army Officer , Army Officer (1784–1860),,,
36688,/opr/t0001/e2513,delaneylucyannberry,Lucy Ann Berry,Delaney,F,,Yes,Enslaved,"In 1842 Lucy's mother Polly sued for Lucy's freedom. After 17 months in jail awaiting trial, Lucy won her freedom.",,,Mother was Polly Crocket Berry (freeborn; captured and enslaved). Father was also enslaved; his name is unknown.,Fugitive slave. Ran away and went into hiding. Ultimately escaped slavery through legal means.,Literate. Wrote an autobiography in 1891.,Joined the Methodist Episcopal Church in 1855. Member of the Daughters of Zion.,https://docsouth.unc.edu/neh/delaney/menu.html,"Free before 13th Amendment. Wrote a memoir, From Darkness Cometh Light; or Struggles for Freedom (1891), about her mother, Polly Berry https://docsouth.unc.edu/neh/delaney/menu.html",Image at https://docsouth.unc.edu/neh/delaney/menu.html,,,,,,1830,c.,,,,,,,1890,c.,,,,,,St. Louis,,Missouri,United States,,,,,Presumably,,St. Louis,,Missouri,United States,,,,United States,Slave , Civic Leader , Autobiographer / Memoirist,,,,,
34343,/opr/t0001/e0155,delanymartinrobison,Martin Robison,Delany,M,Freeborn,Yes,,,,,,,,,,"Free before 13th Amendment. Important journalist, abolitionist, and Pan-Africanist.",,,,,6,5,1812,,,,,,24,1,1885,,,,,,,Charles Town,,West Virginia,United States,,,,,,,,,Ohio,United States,,,,United States,Black Nationalist,,,,,,,
35247,/opr/t0001/e1061,delargerobertcarlos,Robert Carlos,DeLarge,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,1842,,,,,,,,1874,,,,,,,Aiken,,South Carolina,United States,,,,,,,Charleston,,South Carolina,United States,,,,United States,U.S. Representative , Political Figure,,,,,,
36691,/opr/t0001/e2516,delillehenriette,Henriette,Delille,F,Freeborn,Yes,,Freeborn,,,"Parents were Marie Josephe Diaz, a free woman of color, and Jean Baptiste Delille-Sarpy, a wealthy white aristocrat",N/A,Literate. Attended a school in New Orleans for free children of color,Roman Catholic. A nun.,,"Free before 13th Amendment. Founded a Catholic religious order, became a nun, and taught free and enslaved children in New Orleans",,,,,11,3,1813,,,,,,16,11,1862,,,,,,,New Orleans,,Louisiana,United States,,,,,,,New Orleans,,Louisiana,United States,,,,United States,Nun , Organization Founder / Official , Roman Catholic Clergy,,,,,
36696,/opr/t0001/e2521,dennyjohn,John,Denny,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment,,,,,,,1848,c.,,,,,28,11,1901,,,,,,,Big Flats,,New York,United States,,,,,,,Washington,,District of Columbia,United States,,,,United States,Medal of Honor Recipient , Soldier,,,,,,
38853,/opr/t0001/e5081,desdunesrodolphelucien,Rodolphe Lucien,Desdunes,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment. ,,,,,15,11,1849,,,,,,14,8,1928,,,,,,,New Orleans,,Louisiana,United States,,,,,,,Omaha,,Nebraska,United States,,,,United States,Historian , Civic Leader,,,,,,
38941,/opr/t0001/e5170,deslandescharles,Charles,Deslandes,M,,No,Enslaved,"He was possibly born free in Saint-Domingue. In 1811, the year when he initiated a slave revolt, he was enslaved as a driver on a Louisiana plantation",May have been a free man from Saint-Domingue; possibly instead a slave born in Louisiana,,Unknown,Rebel,No evidence of literacy,Unknown,,"Leader of the German Coast Uprising (also known as the Deslondes Uprising), which was the largest slave revolt in U.S. history",,,,(Deslondes),,,1780,,,,,,15,1,1811,,,,,Possibly,,,,Louisiana,United States,,,,,,St. Charles Parish,,,Louisiana,United States,,,,United States,Slave , Slave Revolt Leader,,,,,,
36699,/opr/t0001/e2524,detterthomasp,Thomas P.,Detter,M,,Yes,,,"Unknown  Status at Birth, free before 1866",,,,,,,"Unknown  Status at Birth, free Before 13th Amendment",,,,,,,1826,c.,,,,,,,,,,,,Presumably,,,,Maryland,United States,,,,,Place Unknown,,,,,,,,,,Essayist , Fiction Writer , Print Journalist,,,,,
35581,/opr/t0001/e1396,deveauxjohnh.,John H.,Deveaux,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment.,,,,,,,1848,,,,,,9,6,1909,,,,,,,Savannah,,Georgia,United States,,,,,,,Savannah,,Georgia,United States,,,,United States,Political Figure , Soldier , Newspaper Editor / Publisher , Print Journalist,,,,
35249,/opr/t0001/e1063,DexterJamesOronoko,James Oronoko,Dexter,M,,Yes,Enslaved,Freed for the price of 100 pounds when his deceased master's son died in 1749,,,Unknown,No evidence of runaway,"No direct evidence of literacy, though he was a leader in many organizations and fulfilled ministerial duties.",African Episcopal Church of Saint Thomas,,Free before 13th Amendment. A dedicated member of the Free African Society (in Philadelphia),,,,,,,1790,fl.,,,,,,,,,,,,Place unknown,,,,,,,,,,,,Probably Philadelphia,,Pennsylvania,United States,,,,United States,Slave , Freedman / Freedwoman , African Methodist Episcopal Lay Leader , Organization Founder / Official , Antislavery Activist,,,
36704,/opr/t0001/e2529,dickinsoncastor,Castor,Dickinson,M,,Unknown,Enslaved,Free by 1775,,,Unknown,No evidence of runaway,No evidence of literacy,Unknown,,Military service during the French and Indian War,,,,,,,1734,c.,,,,,,,,,,,,Place unknown,,,,,,,,,,,,Nashua,,New Hampshire,United States,,,,United States,Slave , Soldier,,,,,,
36705,/opr/t0001/e2530,dicksonamandaamerica,Amanda America,Dickson,F,,No,Enslaved,Family oral tradition suggests that Amanda Dickson's father never thought of her as a slave. She was freed by the Thirteenth Amendment,,,"Her mother, Julia Frances Lewis-Dickson, was enslaved. Her father was David Dickson, a white agricultural reformer",No evidence of runaway,Literate. Learned to read as a child while living with her white grandmother,Unknown,,"Inherited a large fortune from her father, and the Georgia Supreme Court upheld the will provision making Amanda Dickson sole administrator of the estate",http://www.oxfordaasc.com/article/opr/t0003/e0112,,,Toomer Eubanks,20,11,1849,,,,,,11,6,1893,,,,,,,,Hancock County,Georgia,United States,Plantation,,,,,,,,,United States,,,,United States,Slave,,,,,,,
36706,/opr/t0001/e2531,dicksonmoses,Moses,Dickson,M,Freeborn,Yes,,,,,,,,,,Free before 13th Amendment. ,,,,,5,4,1824,,,,,,28,11,1901,,,,,,,Cincinnati,,Ohio,United States,,,,,,,St. Louis,,Missouri,United States,,,,United States,Freemason , Organization Founder / Official , Community Activist , African Methodist Episcopal Clergy,,,,
36713,/opr/t0001/e2538,doclasnicholas,Nicholas,Doclas,M,,Yes,Enslaved,Emancipated by the white French Derbanne family by 1790,"Possibly born in Africa (if so, then likely from the Senegambia region); he may instead have been born in Louisiana",Possibly,Unknown,No evidence of runaway,No evidence of literacy,Catholic,,Free before 13th Amendment. A former slave who became a landowner and slave owner in Louisiana but later lost his land,,,,,,,1718,c.,,,,,,,1816,c.,,,,,,Natchitoches,,Louisiana,United States,,,,,,,Natchitoches,,Louisiana,United States,,,,United States,Agriculturist , Plantation Owner , Slave,,,,,
